0.00398721 -0.02694183 0.02162868
-0.02414204 -0.01067711 -0.00006518
-0.03234727 0.00542200 -0.01846442
0.00275536 0.02080428 -0.03228970
0.08397311 0.02998098 -0.04281930
0.19271437 0.03237621 -0.05108034
0.27998878 0.02927470 -0.05489772
0.31331708 0.02006056 -0.06544196
0.27583879 0.00897931 -0.08616546
0.20017838 -0.00834579 -0.10769775
0.11004179 -0.03516475 -0.12446115
0.02697026 -0.06138091 -0.13651862
-0.03305933 -0.07500658 -0.14057966
-0.06635420 -0.07852941 -0.14570426
-0.06661661 -0.07314580 -0.14907484
-0.03587559 -0.06212771 -0.14765109
0.00929095 -0.04963331 -0.13949681
0.05019486 -0.03903306 -0.12996015
0.07166587 -0.03308446 -0.12235985
0.06244463 -0.02755768 -0.11639142
0.03092846 -0.02482549 -0.11293090
-0.01142246 -0.02394573 -0.10992544
-0.06290732 -0.01831225 -0.10576667
-0.11418922 -0.00801279 -0.09211829
-0.14663468 0.00449028 -0.07557570
-0.13745592 0.01339519 -0.06680476
-0.09382007 0.02010875 -0.06489426
-0.03489201 0.02158213 -0.07349484
0.01564790 0.01841816 -0.09064201
0.04351351 0.01133811 -0.10950182
0.04433655 0.00197879 -0.12502928
0.02720372 -0.01428901 -0.13712002
0.00729372 -0.03500301 -0.14342729
-0.00193798 -0.05024623 -0.14363504
0.00192156 -0.05570923 -0.13669503
0.02583064 -0.05221329 -0.12706511
0.07853580 -0.03535685 -0.11490099
0.14322660 -0.01125967 -0.09987991
0.19656793 0.00116701 -0.08309876
0.22269427 0.00023037 -0.06614667
0.21236000 -0.00885054 -0.05131855
0.15871389 -0.01446196 -0.03872477
0.07348892 -0.01955626 -0.02807204
-0.01110408 -0.02068802 -0.01765616
-0.07497551 -0.00842269 -0.01069324
-0.12000810 0.00851792 -0.00404901
-0.15256624 0.02385147 0.00093884
-0.16748250 0.03470343 0.00813875
-0.16332290 0.03811539 0.02079603
-0.13919703 0.03912382 0.03850191
-0.10957164 0.03841238 0.06307231
-0.08886087 0.03646131 0.09207810
-0.08355007 0.02705742 0.12226675
-0.09037476 0.00398448 0.15169324
-0.08638492 -0.02485560 0.18292970
-0.07316492 -0.04249667 0.20326273
-0.05707386 -0.04710624 0.21211293
-0.03805299 -0.04592106 0.20875211
0.00351236 -0.03428231 0.20733564
0.07153800 -0.01760370 0.20599182
0.14760791 -0.00193923 0.20241289
0.21018172 0.00441119 0.19627427
0.23505470 -0.00033549 0.18702089
0.20227902 -0.02082761 0.17748005
0.12826695 -0.04825299 0.16671925
0.04820683 -0.06909376 0.15800407
-0.01279189 -0.07353575 0.14452417
-0.05073727 -0.06032782 0.12381145
-0.06627445 -0.04341217 0.10574649
-0.05281933 -0.02924516 0.09764082
-0.00811627 -0.01022125 0.09855700
0.05619287 0.01117627 0.10532303
0.11744996 0.02665406 0.10931216
0.14049920 0.02531190 0.10324490
0.11522755 -0.00212414 0.08802331
0.05259235 -0.05591520 0.06897033
-0.01257904 -0.11697359 0.04794649
-0.04747643 -0.15882076 0.02506338
-0.04139465 -0.16814584 -0.00168707
-0.00935029 -0.14531127 -0.02696328
0.01919695 -0.11268247 -0.04790354
0.03838700 -0.08508319 -0.05887883
0.06729717 -0.05839316 -0.05311587
0.11409470 -0.02837667 -0.03950872
0.14782666 0.00592163 -0.03081730
0.14705215 0.03628512 -0.03112931
0.11838054 0.05813912 -0.04443733
0.07026476 0.06760947 -0.07096819
0.00953576 0.07718186 -0.10094187
-0.04559577 0.09238051 -0.11944568
-0.08255848 0.11108484 -0.12339837
-0.09634190 0.11990257 -0.11836071
-0.09912537 0.09961732 -0.11103602
-0.06950371 0.07369203 -0.09944593
-0.00489268 0.06047352 -0.08716572
0.06636597 0.05178097 -0.07402452
0.11683558 0.03315466 -0.05955716
0.12719816 -0.00666090 -0.04855455
0.10557319 -0.05802109 -0.04287648
0.07672535 -0.09853484 -0.03952477
0.04893033 -0.11966684 -0.03943686
0.03144308 -0.11820104 -0.04373993
0.02277396 -0.10069180 -0.05152633
0.02526795 -0.07592188 -0.05877446
0.04046348 -0.05006932 -0.05895335
0.06998483 -0.01533578 -0.06012785
0.10858259 0.01997037 -0.06064636
0.13246208 0.05225307 -0.06588419
0.13351934 0.07464362 -0.07266964
0.11008858 0.08951457 -0.07738478
0.06376506 0.10351572 -0.08221036
-0.00554297 0.11374539 -0.09098636
-0.07587519 0.11467814 -0.10284212
-0.12868331 0.10010756 -0.11642213
-0.15055650 0.08143745 -0.12719085
-0.15437696 0.06441538 -0.12634315
-0.14193950 0.04961301 -0.12165869
-0.11348852 0.03881413 -0.12662416
-0.07986258 0.03216996 -0.14394666
-0.03861329 0.02989470 -0.16711380
-0.00632749 0.03017473 -0.18216488
0.00986855 0.03026728 -0.19019797
0.00319537 0.03176851 -0.19466684
-0.01748771 0.03231766 -0.19569322
-0.04088130 0.02756140 -0.19415654
-0.03556577 0.02897385 -0.19549429
0.00845269 0.03605463 -0.19678311
0.06485329 0.03491824 -0.19632158
0.11730215 0.02027147 -0.19575085
0.16583099 0.00788827 -0.19161168
0.20326757 -0.00210824 -0.18035620
0.22945850 -0.01450946 -0.16372105
0.22210671 -0.03398632 -0.14192694
0.17210056 -0.05587560 -0.11593271
0.09665972 -0.07803226 -0.09089939
0.02234080 -0.10147526 -0.06521111
-0.02532039 -0.12557227 -0.04006057
-0.03924434 -0.13883147 -0.01796850
-0.03315142 -0.14349514 0.00102004
-0.01911708 -0.14167421 0.01781560
0.01033681 -0.12196424 0.03272980
0.06023437 -0.08072480 0.03545458
0.11460836 -0.03644583 0.02889265
0.14313537 -0.00059903 0.02193359
0.12490129 0.02006482 0.02410313
0.06406534 0.02553748 0.03487529
-0.01151032 0.02206900 0.04528132
-0.07152638 0.01936592 0.05058775
-0.09739217 0.02416394 0.04455464
-0.08284554 0.03712591 0.03539457
-0.04615970 0.04862845 0.04219061
-0.00837035 0.05035723 0.06679916
0.02241857 0.05832502 0.08459116
0.04401701 0.08023665 0.08586354
0.04425974 0.10762540 0.07545400
0.01245233 0.12738682 0.04931128
-0.04923208 0.13707938 0.00911226
-0.11985692 0.13564538 -0.03119191
-0.17767788 0.12771576 -0.05524049
-0.20785795 0.11892142 -0.05829318
-0.20429266 0.11355095 -0.03724723
-0.17966156 0.11609473 -0.00256627
-0.15629384 0.11881326 0.02800061
-0.13461495 0.12851858 0.04421433
-0.09641822 0.15075975 0.05907250
-0.04903649 0.17118514 0.08294752
-0.01767392 0.17581724 0.10249289
-0.00973992 0.16011028 0.11016150
-0.01756072 0.12236779 0.11047319
-0.03379590 0.06336051 0.11075920
-0.04678004 -0.00102098 0.10951388
-0.03783463 -0.05289282 0.10654132
0.00044020 -0.08283893 0.10124942
0.05084234 -0.10433719 0.09307770
0.10502711 -0.12169192 0.08577314
0.16426418 -0.12796616 0.08140904
0.22003923 -0.12582351 0.07268254
0.25017482 -0.12687110 0.05403487
0.24348058 -0.14381925 0.02403131
0.20569065 -0.17807060 -0.01625222
0.16842838 -0.22030153 -0.06396309
0.15743612 -0.25436599 -0.10782287
0.17873992 -0.27010129 -0.14337798
0.21305774 -0.27072861 -0.17303204
0.24333860 -0.26374062 -0.20260787
0.26731700 -0.24182793 -0.23663689
0.27683527 -0.21455427 -0.27358025
0.27046270 -0.19060992 -0.30479798
0.23769719 -0.18287144 -0.33158859
0.17997635 -0.19134574 -0.35818059
0.11914339 -0.21070012 -0.37951745
0.06516754 -0.22875164 -0.38921159
0.03113969 -0.22924845 -0.38996137
0.02638217 -0.20403216 -0.37739053
0.04160846 -0.16169367 -0.35132416
0.07038035 -0.11526300 -0.31170304
0.10860212 -0.06482523 -0.25779520
0.15008382 -0.01249145 -0.19825425
0.18003801 0.03691826 -0.14521260
0.19321012 0.07184509 -0.10047245
0.18312531 0.08256778 -0.05999865
0.14953376 0.06977385 -0.01989974
0.11185614 0.04442931 0.02430769
0.08122605 0.02079537 0.07105735
0.05922394 0.00982388 0.11396202
0.04238619 0.01181432 0.15323398
0.02652523 0.02540829 0.18290045
0.01044557 0.04297400 0.20439243
-0.01368717 0.04859717 0.21951514
-0.05236855 0.03837055 0.22065710
-0.10416347 0.01280690 0.20715776
-0.15711570 -0.01901872 0.18324421
-0.20283801 -0.04325950 0.15523198
-0.22883505 -0.05587423 0.12488245
-0.22843846 -0.04074283 0.10290563
-0.20452047 0.00011297 0.08740578
-0.17301845 0.04870680 0.08031699
-0.14145737 0.09886161 0.07048108
-0.11434038 0.14387282 0.05459323
-0.10261181 0.18296646 0.02951495
-0.10337089 0.21099171 -0.00050780
-0.10892305 0.22127789 -0.02888487
-0.12200335 0.20707000 -0.04742665
-0.13806469 0.18012987 -0.05624883
-0.15669282 0.15226097 -0.05574017
-0.16696412 0.12832588 -0.05079956
-0.16568055 0.11091125 -0.04784073
-0.14616660 0.10274579 -0.04406862
-0.11101194 0.10073597 -0.03299812
-0.07167493 0.10647971 -0.01686460
-0.04349232 0.10149080 0.00049524
-0.03066800 0.07967832 0.01767893
-0.03459086 0.04117608 0.03494114
-0.04988142 -0.00407262 0.04732329
-0.06331097 -0.03651566 0.05554568
-0.06978196 -0.04622535 0.06488117
-0.06453858 -0.03222075 0.07623812
-0.05209286 -0.00708609 0.09798209
-0.03423184 0.01459859 0.12851455
-0.01869692 0.02895550 0.15406311
-0.01595109 0.02880795 0.16135693
-0.02578480 0.01869021 0.14655721
-0.03856017 0.00119120 0.12030194
-0.04464268 -0.01606248 0.09794315
-0.04326295 -0.02453396 0.08192133
-0.03537105 -0.02059674 0.07115384
-0.02089620 -0.00253138 0.06439445
-0.00331025 0.02364590 0.05471870
0.01566744 0.04952339 0.04224740
0.03845368 0.07461868 0.03074158
0.05912771 0.09127321 0.00917604
0.06720346 0.09206835 -0.02309172
0.06067369 0.06640713 -0.06212490
0.04820463 0.02023881 -0.10118629
0.03467042 -0.02624131 -0.13415580
0.02879353 -0.06366736 -0.16308356
0.03095875 -0.08702481 -0.18605421
0.03740571 -0.09822599 -0.20389219
0.04479089 -0.10158050 -0.21537333
0.04904268 -0.09840948 -0.21440533
0.04976968 -0.09538695 -0.20798202
0.04590632 -0.09844539 -0.20720512
0.03893419 -0.10781706 -0.21040276
0.03379610 -0.11753453 -0.21311572
0.03647071 -0.12093720 -0.20446942
0.04965372 -0.10573318 -0.17697568
0.07016011 -0.07219472 -0.12876208
0.09626464 -0.02604467 -0.06520122
0.12177960 0.02322356 0.00151207
0.14204152 0.07119060 0.06334296
0.15566795 0.10696690 0.11183127
0.15591480 0.12179758 0.14273266
0.14190488 0.10976445 0.15355322
0.12132975 0.07995213 0.15256343
0.09781247 0.04462174 0.15080262
0.07494897 0.01095195 0.15217593
0.05547144 -0.01201162 0.15668573
0.03835680 -0.02568758 0.16035765
0.01991900 -0.03400788 0.15695440
0.00014550 -0.03911306 0.14764831
-0.02313391 -0.05155473 0.13966525
-0.04534160 -0.06921535 0.13677270
-0.07003131 -0.09824857 0.12885207
-0.09837783 -0.13381496 0.10439990
-0.12906148 -0.16534804 0.06282822
-0.15279305 -0.18089656 0.01315720
-0.16005858 -0.17595009 -0.02944732
-0.15586462 -0.15236529 -0.05568306
-0.14262606 -0.11729984 -0.06450902
-0.12583236 -0.07660211 -0.06443617
-0.10359772 -0.03373492 -0.06954195
-0.08110465 0.01032827 -0.08201599
-0.06373459 0.04272495 -0.10679312
-0.04752515 0.06146568 -0.13607030
-0.03391143 0.06986959 -0.15158925
-0.01780288 0.08024985 -0.14996989
0.00110604 0.09841887 -0.12864717
0.02333133 0.12438129 -0.09575459
0.04419470 0.15375058 -0.06307018
0.05857153 0.17564746 -0.03862691
0.06334368 0.18083285 -0.02629213
0.05573247 0.16940585 -0.01820025
0.03814311 0.14292834 -0.00326274
0.01510350 0.10444957 0.02028637
-0.01283104 0.06016285 0.04684881
-0.03908847 0.01977894 0.06777297
-0.06159122 -0.01511498 0.07985087
-0.08253615 -0.04307886 0.07661937
