  -.15015323267989E-01  -.22913097826579E-01  -.11226846626404E-01
  -.14519352685768E+00  -.28363102089839E-01  0.92729627086013E-02
  0.44813199624195E-01  -.10884400115453E-01  -.10830200321478E-01
  -.16528545096330E-01  0.99963187257781E-02  0.10800473579530E-01
  0.17356413408569E-01  -.13327375579349E-01  0.12369820970778E-01
  -.22230621823704E-01  0.28203925908022E-01  0.29490287263239E-02
  0.38480327005746E-01  -.12619431765436E-01  0.12057446072651E-02
  0.10307013225788E+00  0.62680230710074E-01  -.25966437299688E-02
  -.15591049034702E-02  -.19861566641993E-01  -.25342761871187E-02
  -.31929503706198E-02  0.70884987158690E-02  -.94100637313896E-02
  0.84118469397705E-02  -.29692885342143E-01  -.86904673185909E-02
  -.14724977610674E+00  -.16032820060349E-01  0.98307469355358E-02
  0.40927385318980E-01  -.54245889172080E-02  -.96713553584076E-02
  -.61643973638065E-01  0.31116146203328E-01  0.42784275878881E-02
  -.52063753747866E-03  -.47435432446042E-01  0.12746574459866E-01
  -.55136909601311E-01  0.15995640308425E-01  0.43716978136866E-02
  0.29763116753334E-01  -.11883858856365E-01  0.43639843038107E-03
  0.11666222245040E+00  0.71407127663032E-01  -.20752987870086E-02
  0.36164062716074E-01  -.42438736223029E-01  0.44922859310649E-03
  0.32622662852151E-01  0.34389407583458E-01  -.11675952359735E-01
  0.45378815288537E-01  -.37699995776344E-01  -.33485163864957E-02
  -.68826584108232E-01  0.43064358075604E-01  0.78607490135413E-02
  0.33365162299554E-01  0.24871991285238E-02  -.84027498960495E-02
  -.86909520683344E-01  0.36595583861488E-01  -.26892972068259E-02
  -.37441813376677E-02  -.64965173367661E-01  0.80357300826492E-02
  -.90177051204729E-01  -.32182100118092E-02  0.55760611758940E-02
  0.11493661291896E-01  -.61532042255250E-02  -.21024943725914E-02
  0.54121562041927E-01  0.32077251504391E-01  -.64553240200632E-05
  0.55554285099256E-01  -.49923320252530E-01  0.42810902814276E-02
  0.49743851316052E-01  0.47735510975497E-01  -.92041173630089E-02
  0.83119583554311E-01  -.43540862194398E-01  0.54132847304039E-02
  0.20453325538448E-01  0.93865465042197E-01  0.78204814784795E-02
  0.20350128746884E-01  0.12687528670003E-01  -.64767085337029E-02
  -.99677176358499E-01  0.31679535710319E-01  -.94565278948905E-02
  0.11401456013003E-02  -.69117440435517E-01  0.14814840565568E-02
  -.12121422537884E+00  -.24835675494913E-01  0.58884011117515E-02
  -.92228878155818E-02  -.14364798958648E-02  -.68817479831710E-02
  -.14801813158188E-01  -.16591195146449E-02  -.10398396086148E-02
  0.64442669740259E-01  -.49366580070814E-01  0.76984726591464E-02
  0.55410249577741E-01  0.51723628102912E-01  -.44473000192714E-02
  0.11843652348777E+00  -.39299173085122E-01  0.15544507493504E-01
  0.82847859871951E-01  0.11106163733625E+00  0.91455799997816E-02
  -.13200486590786E-02  0.25060676974675E-01  -.44955776380148E-02
  -.10046605664300E+00  0.19866849759585E-01  -.14492551221785E-01
