72.8998110755 -0.733825956153E-01 0.266239184088 -0.733825956153E-01 67.2868018490 -0.641907525186E-01 0.266239184088 -0.641907525186E-01 37.7008629788
75.4862651966 -0.429127815712 0.576494608193E-01 -0.429127815712 67.8714950695 -0.132306615757 0.576494608193E-01 -0.132306615757 37.8291092617
79.0423599056 -0.550060621621 0.186695861045E-01 -0.550060621621 68.6364313981 -0.172807945886 0.186695861045E-01 -0.172807945886 38.0881262598
82.6185212193 -0.458364024712 0.182672491841 -0.458364024712 68.9784270836 -0.174487868849 0.182672491841 -0.174487868849 38.3589066909
85.2460414065 -0.223188231000 0.420309679236 -0.223188231000 68.6283920809 -0.134262049862 0.420309679236 -0.134262049862 38.5763142193
86.3655387408 0.242024740367 0.634888930261 0.242024740367 67.5549165064 -0.777641570930E-01 0.634888930261 -0.777641570930E-01 38.7085677213
85.7874211119 0.643576736526 0.682198338458 0.643576736526 66.1520355656 -0.313701663071E-01 0.682198338458 -0.313701663072E-01 38.7326729561
83.5533432951 0.663764427260 0.462876977219 0.663764427260 64.8451868574 -0.189636214331E-01 0.462876977219 -0.189636214331E-01 38.6078092723
80.4609252112 0.312463767166 0.339262943485E-02 0.312463767166 63.9785979549 0.941363578185E-02 0.339262943485E-02 0.941363578185E-02 38.3807831679
78.1286388052 -0.289781565992 -0.486275318737 -0.289781565992 63.9045575349 0.766701397853E-01 -0.486275318737 0.766701397853E-01 38.2588695725
76.9165813011 -1.01203538484 -0.786821995451 -1.01203538484 64.4784442995 0.171397298423 -0.786821995451 0.171397298423 38.3128448821
77.0363210029 -1.78736635620 -0.721034965937 -1.78736635620 65.3752298278 0.296880619816 -0.721034965937 0.296880619816 38.5733470521
78.8780782496 -2.45192836750 -0.325316625467 -2.45192836750 66.6453038225 0.372965477965 -0.325316625467 0.372965477965 39.0569512741
81.9490588650 -2.80953406002 0.896278858847E-01 -2.80953406002 68.3029173458 0.345258540504 0.896278858847E-01 0.345258540504 39.7075283497
84.4835002196 -2.75094110505 0.311661903060 -2.75094110505 69.8699746188 0.147244673389 0.311661903060 0.147244673389 40.2254891631
